age,gender,province
71,Female,Ontario
41,Male,Alberta
34,Male,Saskatchewan
47,Male,Ontario
24,Male,Newfoundland and Labrador
63,Female,Ontario
20,Male,Ontario
70,Female,Ontario
27,Female,New Brunswick
77,Female,Quebec
58,Female,Ontario
80,Female,British Columbia
73,Female,Quebec
27,Female,Nova Scotia
34,Male,British Columbia
23,Male,Prince Edward Island
80,Male,New Brunswick
31,Female,Quebec
70,Female,Manitoba
36,Male,Manitoba
80,Female,Saskatchewan
47,Male,Quebec
46,Female,Quebec
32,Female,Ontario
45,Male,Ontario
70,Male,Ontario
44,Female,Quebec
58,Male,Quebec
30,Male,Ontario
61,Female,Manitoba
43,Female,Prince Edward Island
77,Male,Saskatchewan
66,Male,Alberta
28,Female,Ontario
66,Female,Ontario
66,Male,Alberta
79,Male,Quebec
36,Male,Saskatchewan
79,Female,Quebec
80,Female,Ontario
64,Female,Ontario
66,Female,Nova Scotia
27,Female,Ontario
70,Female,New Brunswick
40,Female,Ontario
37,Male,British Columbia
59,Female,Nova Scotia
20,Male,Quebec
70,Female,British Columbia
25,Female,Saskatchewan
68,Male,Ontario
36,Male,British Columbia
57,Male,Quebec
80,Male,British Columbia
60,Male,Ontario
34,Male,New Brunswick
61,Female,Ontario
33,Male,Quebec
47,Female,Ontario
53,Female,Newfoundland and Labrador
59,Female,New Brunswick
63,Male,Newfoundland and Labrador
45,Female,Ontario
45,Female,Ontario
59,Female,Newfoundland and Labrador
30,Female,Saskatchewan
43,Female,Manitoba
37,Male,Nova Scotia
49,Female,Quebec
77,Female,British Columbia
57,Male,Ontario
62,Male,Ontario
58,Male,Ontario
52,Female,Manitoba
71,Female,Quebec
27,Female,Alberta
74,Male,Ontario
38,Female,Ontario
45,Female,Ontario
42,Female,British Columbia
25,Female,Quebec
77,Female,Alberta
80,Male,Ontario
80,Male,British Columbia
56,Male,Nova Scotia
33,Male,British Columbia
57,Male,British Columbia
67,Male,Ontario
72,Female,Alberta
77,Female,Saskatchewan
54,Male,Alberta
41,Female,Ontario
47,Male,New Brunswick
32,Male,Ontario
32,Female,Manitoba
41,Female,British Columbia
58,Female,British Columbia
80,Female,Quebec
61,Female,Quebec
44,Female,Quebec
45,Female,Ontario
23,Male,Quebec
66,Male,Ontario
50,Male,New Brunswick
31,Male,Ontario
80,Female,British Columbia
36,Male,Ontario
36,Male,Manitoba
37,Female,Nova Scotia
37,Male,Nova Scotia
59,Female,Alberta
78,Female,Nova Scotia
64,Female,Alberta
22,Male,Alberta
31,Female,British Columbia
67,Male,Ontario
37,Male,Ontario
73,Female,Ontario
73,Male,Ontario
35,Male,Alberta
80,Female,Alberta
80,Female,Ontario
22,Male,Alberta
40,Male,Ontario
66,Female,New Brunswick
73,Male,Ontario
60,Female,Ontario
36,Male,Quebec
45,Female,Quebec
49,Male,Ontario
37,Male,Quebec
49,Male,British Columbia
55,Male,Manitoba
55,Male,Nova Scotia
68,Female,Quebec
56,Female,Saskatchewan
26,Female,British Columbia
48,Female,Ontario
54,Female,Ontario
60,Female,Alberta
68,Female,Quebec
67,Male,Ontario
42,Female,Ontario
59,Female,Manitoba
74,Female,Alberta
77,Female,Quebec
19,Female,Ontario
41,Female,Manitoba
69,Female,New Brunswick
63,Female,Ontario
80,Female,Ontario
69,Female,Alberta
75,Male,British Columbia
44,Female,British Columbia
45,Male,Alberta
54,Female,British Columbia
73,Female,Ontario
58,Male,British Columbia
57,Female,Ontario
59,Male,New Brunswick
62,Female,Nova Scotia
46,Female,Ontario
32,Female,Ontario
69,Female,Nova Scotia
56,Male,New Brunswick
45,Male,Alberta
45,Male,Prince Edward Island
46,Female,New Brunswick
80,Female,Ontario
63,Female,British Columbia
72,Female,Nova Scotia
36,Female,Alberta
62,Male,Ontario
63,Male,Alberta
26,Male,Nova Scotia
44,Female,New Brunswick
50,Female,Ontario
65,Female,Ontario
33,Female,New Brunswick
65,Female,British Columbia
80,Female,Manitoba
56,Male,New Brunswick
21,Female,Ontario
59,Male,Ontario
24,Male,Ontario
40,Male,Quebec
19,Male,Saskatchewan
39,Female,Manitoba
40,Male,Ontario
74,Male,Quebec
57,Female,Ontario
60,Male,Alberta
46,Male,Quebec
62,Male,Manitoba
53,Female,Quebec
50,Male,Quebec
60,Male,Ontario
70,Female,Quebec
71,Male,Ontario
68,Female,Newfoundland and Labrador
26,Male,Nova Scotia
30,Female,Ontario
70,Male,Alberta
78,Male,Ontario
28,Female,Ontario
58,Female,Prince Edward Island
73,Male,Manitoba
67,Female,Saskatchewan
80,Male,New Brunswick
29,Female,Alberta
52,Female,Nova Scotia
57,Female,British Columbia
49,Male,Newfoundland and Labrador
42,Male,Nova Scotia
20,Male,Saskatchewan
37,Male,Quebec
19,Female,New Brunswick
68,Male,Ontario
80,Male,British Columbia
45,Male,Ontario
45,Male,Ontario
60,Female,Newfoundland and Labrador
66,Male,Ontario
63,Male,Quebec
53,Female,Ontario
60,Female,British Columbia
38,Female,Alberta
63,Male,New Brunswick
76,Male,Nova Scotia
65,Male,Ontario
38,Female,Ontario
51,Female,Ontario
60,Female,New Brunswick
79,Female,Ontario
58,Male,Ontario
75,Male,Nova Scotia
60,Female,Ontario
67,Female,Saskatchewan
54,Male,British Columbia
31,Male,Quebec
44,Male,Alberta
29,Male,Quebec
36,Male,Nova Scotia
70,Female,Nova Scotia
65,Female,British Columbia
65,Male,Ontario
32,Male,Alberta
63,Female,Quebec
65,Male,Nova Scotia
72,Female,Ontario
32,Male,Quebec
39,Male,Ontario
59,Male,Manitoba
80,Female,British Columbia
54,Female,Ontario
58,Male,British Columbia
45,Male,Manitoba
69,Female,Quebec
69,Female,Ontario
43,Male,Alberta
58,Male,Ontario
51,Female,Quebec
55,Female,British Columbia
34,Female,Quebec
63,Male,Manitoba
78,Male,Quebec
55,Female,Saskatchewan
33,Male,Ontario
37,Male,Quebec
70,Female,Quebec
68,Male,British Columbia
60,Male,Quebec
72,Female,Manitoba
41,Male,Ontario
57,Female,Saskatchewan
68,Female,Ontario
62,Male,Quebec
33,Female,Alberta
79,Female,Manitoba
30,Male,Ontario
48,Male,Quebec
72,Male,Alberta
46,Female,Ontario
42,Male,Alberta
80,Female,Manitoba
18,Male,Ontario
80,Male,Ontario
70,Male,Ontario
26,Male,Ontario
54,Female,Nova Scotia
78,Female,New Brunswick
47,Female,Newfoundland and Labrador
24,Female,British Columbia
63,Female,New Brunswick
80,Female,Nova Scotia
55,Female,Quebec
25,Female,Quebec
80,Male,Saskatchewan
57,Male,British Columbia
69,Female,Ontario
59,Male,Quebec
73,Female,Prince Edward Island
70,Female,Ontario
71,Female,Ontario
80,Male,Alberta
40,Female,Quebec
67,Male,Alberta
55,Male,Quebec
43,Female,Quebec
32,Female,Alberta
22,Female,Ontario
57,Female,Ontario
44,Male,Alberta
69,Female,Newfoundland and Labrador
42,Female,Ontario
62,Female,Newfoundland and Labrador
66,Female,Alberta
18,Male,New Brunswick
49,Male,Alberta
58,Female,Ontario
57,Female,British Columbia
65,Female,Manitoba
67,Male,New Brunswick
45,Female,Ontario
55,Male,Newfoundland and Labrador
44,Female,Nova Scotia
68,Female,Ontario
76,Male,Quebec
31,Male,Alberta
19,Female,Quebec
60,Male,British Columbia
54,Female,British Columbia
32,Male,Newfoundland and Labrador
56,Male,Ontario
54,Male,Alberta
59,Female,New Brunswick
26,Male,British Columbia
80,Male,Ontario
52,Male,Ontario
70,Male,Ontario
56,Female,Alberta
57,Female,Prince Edward Island
79,Female,Ontario
55,Male,Ontario
77,Male,Ontario
63,Male,Newfoundland and Labrador
32,Female,Alberta
72,Female,Quebec
33,Male,Alberta
24,Male,Ontario
63,Male,Quebec
35,Male,Quebec
59,Female,Manitoba
74,Female,Quebec
47,Male,Manitoba
63,Male,Ontario
80,Female,British Columbia
79,Female,British Columbia
77,Male,Ontario
80,Female,British Columbia
33,Male,Ontario
46,Female,Ontario
35,Male,British Columbia
44,Male,Prince Edward Island
33,Male,Ontario
63,Female,Quebec
39,Female,Saskatchewan
24,Female,Ontario
46,Female,Quebec
48,Male,Alberta
40,Female,Quebec
48,Female,Manitoba
37,Male,Ontario
67,Female,Manitoba
48,Male,Ontario
79,Male,Saskatchewan
22,Female,Saskatchewan
54,Male,Manitoba
55,Male,Newfoundland and Labrador
80,Female,Ontario
44,Female,Ontario
68,Female,Quebec
26,Female,Alberta
45,Female,Ontario
63,Male,Quebec
27,Female,Quebec
54,Male,Alberta
29,Female,Quebec
52,Female,Quebec
67,Male,Ontario
51,Female,Prince Edward Island
27,Female,Quebec
80,Male,British Columbia
60,Female,Manitoba
70,Female,Ontario
33,Female,Ontario
36,Male,Nova Scotia
56,Male,New Brunswick
64,Male,New Brunswick
50,Male,Saskatchewan
75,Male,Nova Scotia
49,Male,Saskatchewan
29,Female,Quebec
22,Male,Ontario
80,Male,New Brunswick
47,Male,Quebec
68,Male,Ontario
44,Female,British Columbia
36,Female,Alberta
59,Male,Prince Edward Island
47,Female,Ontario
33,Female,British Columbia
20,Female,Ontario
38,Female,Alberta
80,Female,British Columbia
35,Female,Manitoba
80,Female,Ontario
24,Male,New Brunswick
30,Female,Ontario
58,Female,Quebec
66,Female,Quebec
20,Male,Quebec
30,Male,Quebec
32,Female,Quebec
61,Male,Ontario
28,Female,Ontario
48,Female,Ontario
38,Female,Ontario
75,Female,Saskatchewan
74,Male,Newfoundland and Labrador
60,Male,Nova Scotia
36,Female,Ontario
58,Male,Saskatchewan
38,Female,Nova Scotia
42,Female,Ontario
45,Female,Prince Edward Island
80,Female,Ontario
35,Male,Manitoba
52,Male,Nova Scotia
80,Male,Manitoba
60,Male,Quebec
63,Male,Newfoundland and Labrador
52,Male,Quebec
21,Male,Quebec
38,Female,Nova Scotia
27,Male,Newfoundland and Labrador
22,Female,Quebec
61,Male,New Brunswick
55,Male,Ontario
53,Male,Ontario
56,Male,New Brunswick
64,Female,Newfoundland and Labrador
74,Female,New Brunswick
40,Male,Quebec
74,Female,Saskatchewan
23,Male,Manitoba
76,Female,Ontario
68,Male,Quebec
64,Female,Ontario
42,Female,Quebec
71,Male,Ontario
64,Female,Nova Scotia
46,Female,Alberta
73,Female,British Columbia
71,Female,Newfoundland and Labrador
65,Male,Quebec
38,Female,Alberta
31,Male,Quebec
24,Female,Quebec
60,Male,Nova Scotia
69,Male,Newfoundland and Labrador
70,Male,Saskatchewan
20,Male,Quebec
66,Male,Ontario
55,Male,New Brunswick
36,Female,British Columbia
80,Male,Quebec
62,Male,Prince Edward Island
67,Male,British Columbia
61,Female,Quebec
74,Female,Ontario
30,Male,Quebec
23,Female,Prince Edward Island
40,Male,Ontario
60,Female,British Columbia
57,Female,Quebec
65,Female,Ontario
48,Male,British Columbia
29,Female,Alberta
28,Female,Quebec
76,Female,British Columbia
56,Female,British Columbia
68,Female,Nova Scotia
31,Male,Manitoba
51,Female,Newfoundland and Labrador
75,Female,Manitoba
30,Female,Newfoundland and Labrador
27,Female,Saskatchewan
68,Male,Quebec
35,Female,Quebec
63,Female,Nova Scotia
49,Male,Ontario
21,Male,Manitoba
65,Male,Nova Scotia
71,Female,British Columbia
52,Female,British Columbia
68,Female,Nova Scotia
79,Female,Ontario
67,Female,Newfoundland and Labrador
68,Female,Ontario
50,Male,Saskatchewan
41,Male,Nova Scotia
33,Female,British Columbia
68,Male,Quebec
59,Female,New Brunswick
52,Female,Ontario
61,Male,Ontario
49,Male,Quebec
27,Female,Nova Scotia
55,Female,Ontario
76,Female,Quebec
65,Male,Ontario
27,Female,Ontario
62,Female,Saskatchewan
53,Female,Quebec
31,Female,Alberta
34,Female,Alberta
52,Female,Nova Scotia
41,Male,Nova Scotia
72,Female,Nova Scotia
80,Female,Saskatchewan
56,Male,Alberta
60,Male,Ontario
33,Female,Prince Edward Island
69,Male,Ontario
70,Female,Quebec
41,Female,Prince Edward Island
73,Male,Alberta
47,Female,Quebec
49,Female,Ontario
64,Female,Nova Scotia
80,Male,British Columbia
64,Female,Quebec
80,Female,Prince Edward Island
36,Female,Quebec
43,Male,Ontario
78,Male,Nova Scotia
80,Male,Quebec
59,Male,Nova Scotia
74,Female,British Columbia
78,Male,Alberta
80,Female,Newfoundland and Labrador
51,Male,Ontario
62,Male,Quebec
41,Male,Alberta
32,Female,Nova Scotia
37,Male,Saskatchewan
59,Female,Ontario
46,Male,Quebec
59,Female,Alberta
39,Male,Quebec
53,Female,Saskatchewan
69,Male,Ontario
35,Female,Ontario
70,Male,Quebec
28,Male,Quebec
30,Male,Ontario
18,Female,Ontario
54,Male,Quebec
51,Male,Alberta
77,Male,Alberta
36,Female,Quebec
55,Female,Manitoba
27,Male,Ontario
54,Female,Newfoundland and Labrador
57,Female,Saskatchewan
73,Male,Ontario
46,Female,British Columbia
35,Female,Nova Scotia
64,Male,Ontario
29,Male,Ontario
20,Female,Ontario
77,Male,Prince Edward Island
62,Male,Ontario
51,Female,Quebec
61,Male,British Columbia
58,Male,Nova Scotia
60,Female,Ontario
75,Female,Saskatchewan
39,Female,Newfoundland and Labrador
69,Female,Manitoba
37,Male,Nova Scotia
33,Female,British Columbia
63,Male,Ontario
52,Female,Ontario
18,Female,British Columbia
62,Male,Alberta
21,Female,Ontario
32,Female,British Columbia
29,Female,Quebec
21,Male,Ontario
67,Male,Quebec
32,Female,British Columbia
41,Male,Ontario
52,Male,Alberta
70,Male,British Columbia
46,Female,Alberta
26,Male,Ontario
69,Female,Ontario
25,Male,Nova Scotia
50,Female,Alberta
47,Male,New Brunswick
71,Female,Quebec
66,Male,New Brunswick
69,Female,Quebec
31,Female,Quebec
53,Female,British Columbia
61,Male,Nova Scotia
29,Male,Ontario
60,Female,Ontario
25,Female,Quebec
45,Female,Ontario
47,Female,Quebec
48,Female,Newfoundland and Labrador
37,Female,Quebec
75,Female,Newfoundland and Labrador
32,Male,New Brunswick
51,Female,Newfoundland and Labrador
41,Male,New Brunswick
61,Male,Alberta
22,Female,Newfoundland and Labrador
27,Female,Manitoba
58,Female,Prince Edward Island
44,Male,Saskatchewan
26,Male,Ontario
80,Female,Prince Edward Island
28,Female,Alberta
31,Male,Quebec
69,Female,New Brunswick
68,Male,New Brunswick
32,Male,Ontario
18,Male,Ontario
65,Male,New Brunswick
54,Male,Ontario
58,Female,Saskatchewan
65,Female,Nova Scotia
59,Male,Ontario
64,Female,Nova Scotia
29,Male,Quebec
36,Male,Quebec
68,Male,New Brunswick
59,Female,British Columbia
32,Female,Alberta
74,Male,Ontario
31,Female,New Brunswick
58,Male,Quebec
30,Female,Manitoba
71,Male,Quebec
65,Female,Ontario
60,Female,Ontario
44,Female,Quebec
71,Male,Ontario
48,Male,Ontario
20,Male,Ontario
80,Male,Nova Scotia
80,Female,Prince Edward Island
41,Female,Ontario
44,Female,Quebec
27,Male,Quebec
40,Female,Ontario
37,Female,Quebec
24,Male,Quebec
66,Female,Ontario
35,Female,Alberta
79,Female,Quebec
38,Female,Ontario
68,Male,Alberta
62,Male,Quebec
47,Male,Alberta
48,Male,Quebec
53,Female,Quebec
45,Male,Saskatchewan
80,Female,Quebec
38,Male,Newfoundland and Labrador
36,Female,New Brunswick
32,Male,Ontario
80,Female,Manitoba
61,Female,Prince Edward Island
26,Female,British Columbia
35,Male,Ontario
70,Male,Ontario
52,Female,Manitoba
41,Female,New Brunswick
80,Male,Quebec
80,Female,Quebec
32,Male,Ontario
73,Female,Ontario
47,Female,Quebec
60,Female,Ontario
26,Female,Newfoundland and Labrador
41,Female,Manitoba
42,Male,Ontario
67,Male,Manitoba
65,Female,Prince Edward Island
60,Female,British Columbia
42,Male,Alberta
66,Male,Quebec
42,Female,Ontario
80,Female,Nova Scotia
71,Female,Ontario
53,Male,Ontario
38,Female,New Brunswick
58,Female,Ontario
70,Male,Quebec
71,Female,British Columbia
77,Female,Ontario
30,Female,British Columbia
65,Male,Ontario
54,Female,Ontario
61,Female,Quebec
55,Female,New Brunswick
73,Male,Manitoba
38,Female,British Columbia
65,Male,New Brunswick
80,Female,Prince Edward Island
74,Female,British Columbia
60,Female,Ontario
80,Female,British Columbia
65,Female,Alberta
35,Male,Prince Edward Island
28,Male,Ontario
50,Female,Quebec
56,Female,Saskatchewan
19,Female,Ontario
33,Female,Ontario
68,Male,Ontario
62,Male,Ontario
26,Female,British Columbia
50,Female,Alberta
69,Female,Ontario
80,Female,Manitoba
66,Female,British Columbia
65,Female,Quebec
63,Female,Saskatchewan
80,Female,British Columbia
32,Female,Ontario
48,Female,Ontario
65,Male,Ontario
77,Female,British Columbia
46,Female,Quebec
37,Male,Newfoundland and Labrador
77,Female,Ontario
69,Male,Quebec
53,Male,Ontario
80,Female,British Columbia
31,Male,Alberta
53,Female,Ontario
76,Female,New Brunswick
52,Male,Quebec
67,Female,Ontario
69,Male,Nova Scotia
79,Female,New Brunswick
61,Female,Newfoundland and Labrador
24,Male,Quebec
44,Female,Quebec
66,Female,Saskatchewan
71,Female,Newfoundland and Labrador
36,Male,Manitoba
55,Male,British Columbia
30,Male,Ontario
34,Female,Manitoba
55,Female,British Columbia
69,Female,Quebec
25,Female,Alberta
71,Male,New Brunswick
63,Female,Newfoundland and Labrador
32,Male,Quebec
30,Male,Quebec
30,Female,Newfoundland and Labrador
24,Male,Quebec
72,Female,Quebec
21,Male,Nova Scotia
59,Male,New Brunswick
76,Female,Alberta
65,Male,Ontario
26,Male,Ontario
53,Male,Quebec
50,Female,Quebec
56,Female,Newfoundland and Labrador
54,Female,Newfoundland and Labrador
41,Female,Ontario
74,Male,Ontario
79,Female,Nova Scotia
80,Female,Newfoundland and Labrador
45,Female,Newfoundland and Labrador
43,Female,Quebec
49,Male,Ontario
56,Female,Ontario
35,Male,Nova Scotia
80,Female,New Brunswick
53,Male,Quebec
28,Male,New Brunswick
80,Female,Ontario
67,Female,British Columbia
58,Female,Ontario
48,Male,British Columbia
56,Male,Manitoba
61,Female,Manitoba
46,Female,Nova Scotia
66,Female,Nova Scotia
37,Male,Nova Scotia
62,Male,Ontario
35,Female,Manitoba
29,Male,Quebec
58,Male,Alberta
56,Female,British Columbia
65,Female,Nova Scotia
53,Male,Nova Scotia
36,Male,Saskatchewan
48,Male,Quebec
58,Female,Quebec
63,Female,Saskatchewan
80,Male,Ontario
38,Female,Ontario
78,Female,Ontario
69,Male,Nova Scotia
59,Male,Saskatchewan
71,Male,Ontario
38,Female,Prince Edward Island
39,Female,Saskatchewan
38,Female,Newfoundland and Labrador
55,Male,Alberta
71,Female,Ontario
64,Female,Newfoundland and Labrador
53,Female,Ontario
48,Female,British Columbia
48,Female,Manitoba
53,Female,Ontario
47,Female,Ontario
77,Female,Nova Scotia
74,Female,Newfoundland and Labrador
55,Male,Prince Edward Island
80,Male,Saskatchewan
66,Female,Manitoba
38,Female,Ontario
40,Female,Ontario
80,Female,British Columbia
41,Male,British Columbia
60,Female,Quebec
59,Female,British Columbia
27,Male,Quebec
60,Female,Nova Scotia
75,Female,Alberta
67,Female,Manitoba
43,Female,Newfoundland and Labrador
26,Female,New Brunswick
67,Male,Ontario
41,Male,Ontario
31,Male,Ontario
70,Female,British Columbia
68,Female,Ontario
58,Male,Manitoba
72,Female,Ontario
50,Male,Ontario
70,Female,British Columbia
34,Male,Saskatchewan
33,Male,Prince Edward Island
40,Male,New Brunswick
80,Female,Prince Edward Island
28,Male,British Columbia
74,Female,Ontario
21,Male,New Brunswick
63,Male,Quebec
74,Male,British Columbia
66,Female,New Brunswick
32,Male,Quebec
27,Male,Alberta
42,Female,New Brunswick
38,Female,Quebec
80,Male,British Columbia
44,Female,New Brunswick
69,Male,British Columbia
37,Female,Quebec
29,Male,Ontario
63,Female,Ontario
19,Male,British Columbia
33,Male,Saskatchewan
41,Female,Quebec
38,Male,New Brunswick
68,Female,Saskatchewan
43,Female,Nova Scotia
20,Female,Nova Scotia
60,Male,Quebec
63,Male,Ontario
39,Male,Manitoba
74,Female,British Columbia
40,Female,New Brunswick
18,Male,Ontario
62,Female,Ontario
36,Female,Newfoundland and Labrador
44,Male,Quebec
50,Male,Ontario
29,Male,Prince Edward Island
56,Male,Quebec
64,Female,Saskatchewan
45,Male,Alberta
77,Male,British Columbia
34,Male,Quebec
67,Female,Quebec
37,Female,British Columbia
23,Male,Saskatchewan
80,Male,British Columbia
60,Male,Manitoba
60,Female,Alberta
62,Male,Newfoundland and Labrador
49,Male,Alberta
30,Male,New Brunswick
42,Female,Quebec
69,Female,Nova Scotia
57,Female,Prince Edward Island
65,Male,Nova Scotia
45,Female,Ontario
34,Male,Newfoundland and Labrador
55,Male,Ontario
67,Female,Quebec
78,Female,Saskatchewan
48,Female,Ontario
35,Male,Quebec
59,Male,Quebec
62,Female,Ontario
72,Female,Newfoundland and Labrador
31,Female,Ontario
50,Male,Ontario
71,Male,Quebec
79,Female,Nova Scotia
33,Male,Alberta
41,Female,New Brunswick
30,Female,Nova Scotia
54,Female,Quebec
45,Female,British Columbia
41,Female,New Brunswick
67,Female,British Columbia
36,Female,Manitoba
55,Female,Saskatchewan
31,Female,Prince Edward Island
80,Male,Ontario
74,Female,Nova Scotia
36,Male,Manitoba
52,Male,Quebec
68,Male,New Brunswick
63,Male,Saskatchewan
51,Female,Saskatchewan
80,Female,Quebec
54,Female,Saskatchewan
50,Female,Quebec
67,Female,Newfoundland and Labrador
30,Male,Alberta
42,Male,Newfoundland and Labrador
42,Male,British Columbia
33,Male,Alberta
57,Male,Nova Scotia
60,Male,British Columbia
31,Male,Manitoba
60,Male,British Columbia
41,Male,Ontario
46,Female,Alberta
34,Female,Quebec
38,Male,Quebec
26,Male,Quebec
77,Male,Ontario
79,Female,Ontario
19,Female,Ontario
61,Male,Nova Scotia
64,Female,Quebec
34,Male,Alberta
24,Female,British Columbia
48,Female,Ontario
44,Male,Quebec
60,Female,Nova Scotia
64,Female,Prince Edward Island
73,Female,New Brunswick
55,Male,New Brunswick
34,Female,Quebec
21,Male,British Columbia
37,Female,Alberta
56,Female,Quebec
44,Male,Nova Scotia
44,Female,Manitoba
60,Female,Nova Scotia
57,Female,Ontario
49,Male,Manitoba
52,Female,Ontario
35,Female,Quebec
56,Female,British Columbia
64,Male,Nova Scotia
23,Female,Ontario
50,Male,Ontario
46,Male,New Brunswick
42,Female,Newfoundland and Labrador
80,Female,Saskatchewan
47,Female,Alberta
74,Male,Ontario
26,Female,British Columbia
80,Male,Nova Scotia
64,Male,Quebec
61,Female,Ontario
80,Female,Ontario
55,Female,New Brunswick
77,Male,Saskatchewan
27,Male,British Columbia
61,Female,Ontario
33,Male,British Columbia
78,Female,Nova Scotia
69,Female,Quebec
51,Female,Manitoba
51,Male,Newfoundland and Labrador
60,Male,Ontario
53,Female,British Columbia
20,Male,British Columbia
72,Female,Quebec
74,Female,Saskatchewan
62,Female,Quebec
61,Male,British Columbia
52,Male,British Columbia
65,Male,Alberta
35,Male,Quebec
38,Male,Ontario
59,Male,Ontario
43,Female,Saskatchewan
18,Male,Saskatchewan
75,Female,Ontario
44,Male,Quebec
78,Male,Alberta
55,Female,Ontario
19,Female,Newfoundland and Labrador
23,Female,Ontario
52,Male,Ontario
44,Male,Quebec
70,Female,Nova Scotia
23,Male,Saskatchewan
68,Female,Ontario
44,Male,New Brunswick
80,Male,Nova Scotia
80,Male,Prince Edward Island
30,Female,Quebec
70,Male,Nova Scotia
44,Male,New Brunswick
40,Male,Quebec
40,Male,Alberta
80,Female,Saskatchewan
70,Male,Ontario
63,Male,Nova Scotia
41,Male,Saskatchewan
57,Female,Newfoundland and Labrador
30,Female,Ontario
29,Female,Quebec
42,Male,Quebec
80,Male,New Brunswick
59,Female,New Brunswick
60,Male,New Brunswick
69,Male,Alberta
60,Male,Ontario
51,Female,Manitoba
31,Female,Quebec
80,Female,Manitoba
42,Male,Alberta
58,Male,British Columbia
25,Male,Ontario
80,Female,New Brunswick
68,Male,Quebec
33,Female,Ontario
69,Female,Ontario
52,Male,Quebec
63,Female,British Columbia
33,Male,Ontario
54,Female,New Brunswick
66,Female,Quebec
47,Female,Manitoba
50,Female,Ontario
60,Female,Ontario
30,Male,New Brunswick
43,Female,Alberta
38,Male,Ontario
80,Female,British Columbia
53,Male,Alberta
40,Female,Ontario
67,Female,Ontario
50,Female,Quebec
52,Female,Manitoba
70,Male,New Brunswick
33,Female,Quebec
39,Female,Quebec
74,Male,Ontario
65,Male,Alberta
51,Male,British Columbia
27,Male,Alberta
80,Female,Ontario
37,Female,Ontario
65,Male,British Columbia
56,Female,Alberta
69,Male,Alberta
78,Female,Alberta
66,Male,Nova Scotia
40,Male,British Columbia
80,Female,Prince Edward Island
70,Male,British Columbia
63,Female,Quebec
80,Female,Quebec
42,Female,Ontario
51,Female,Ontario
49,Male,Ontario
19,Male,Manitoba
28,Female,Quebec
50,Male,Newfoundland and Labrador
60,Male,Saskatchewan
65,Male,Ontario
76,Female,Ontario
39,Female,Ontario
64,Female,Ontario
77,Female,Alberta
60,Female,Ontario
66,Male,Ontario
46,Female,British Columbia
34,Male,Prince Edward Island
59,Male,British Columbia
59,Male,British Columbia
25,Male,Ontario
68,Female,Newfoundland and Labrador
28,Female,Saskatchewan
28,Female,British Columbia
54,Male,Quebec
34,Female,British Columbia
33,Male,Manitoba
70,Male,Newfoundland and Labrador
65,Male,Quebec
67,Female,Quebec
54,Male,Ontario
30,Female,Ontario
33,Male,Ontario
71,Female,Quebec
56,Female,Quebec
57,Male,Ontario
62,Male,Newfoundland and Labrador
33,Female,Manitoba
57,Male,Ontario
64,Female,Ontario
40,Male,Quebec
58,Female,British Columbia
38,Male,Quebec
20,Female,Ontario
24,Female,Saskatchewan
30,Female,Ontario
65,Female,Nova Scotia
52,Male,British Columbia
55,Male,Quebec
27,Male,British Columbia
69,Female,Ontario
25,Female,Ontario
44,Female,Ontario
67,Male,New Brunswick
45,Female,Ontario
69,Male,Ontario
22,Male,Nova Scotia
54,Male,Alberta
59,Male,Nova Scotia
56,Female,British Columbia
68,Male,New Brunswick
58,Male,British Columbia
51,Female,Ontario
64,Male,British Columbia
18,Male,New Brunswick
19,Female,Alberta
36,Male,Alberta
54,Female,Nova Scotia
52,Male,Ontario
80,Female,Quebec
32,Female,Nova Scotia
76,Female,Manitoba
70,Female,Ontario
28,Female,Quebec
69,Female,British Columbia
66,Female,Alberta
57,Female,Saskatchewan
59,Female,Ontario
58,Female,Nova Scotia
56,Female,Quebec
60,Female,British Columbia
35,Female,Ontario
62,Female,Alberta
74,Female,Nova Scotia
40,Male,Alberta
62,Female,Quebec
62,Female,Saskatchewan
80,Female,Quebec
53,Male,Ontario
28,Male,Quebec
80,Male,Quebec
30,Female,Newfoundland and Labrador
57,Female,Quebec
74,Female,Alberta
21,Female,New Brunswick
70,Female,Quebec
74,Female,Ontario
74,Male,Alberta
31,Male,Ontario
29,Female,New Brunswick
80,Male,Alberta
50,Female,British Columbia
52,Male,Manitoba
69,Female,Nova Scotia
26,Female,Nova Scotia
52,Male,Ontario
31,Female,Alberta
44,Male,British Columbia
50,Female,Nova Scotia
51,Female,Alberta
37,Male,Prince Edward Island
66,Male,Ontario
31,Female,Quebec
59,Male,British Columbia
55,Male,Ontario
63,Male,New Brunswick
42,Female,Ontario
45,Male,New Brunswick
28,Female,Nova Scotia
39,Male,Nova Scotia
80,Female,Saskatchewan
50,Male,New Brunswick
59,Male,Nova Scotia
45,Female,New Brunswick
55,Male,Alberta
53,Male,Ontario
36,Male,Alberta
66,Female,Ontario
24,Female,Ontario
68,Female,Newfoundland and Labrador
75,Female,Ontario
52,Female,Ontario
49,Male,Ontario
62,Male,Ontario
24,Male,British Columbia
21,Male,Ontario
39,Male,Saskatchewan
62,Male,Nova Scotia
71,Female,Quebec
80,Female,Ontario
66,Male,New Brunswick
31,Female,Quebec
51,Female,British Columbia
59,Female,Ontario
80,Male,Ontario
24,Female,Newfoundland and Labrador
