gender,age,province,cps19_votechoice,cps19_votechoice_pr,pes19_votechoice2019,vote_choice,vote_Justin_Trudeau,vote_Andrew_Scheer
Male,24,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Male,43,Saskatchewan,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Male,32,Quebec,ndp,"NA","NA",ndp,0,0
Female,39,Saskatchewan,People's Party,"NA","NA",People's Party,0,0
Male,48,Quebec,Green Party,"NA",Green Party,Green Party,0,0
Female,35,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,56,Quebec,People's Party,"NA","NA",People's Party,0,0
Female,63,Quebec,Bloc Québécois,"NA",Bloc QuÃ©bÃ©cois,Bloc QuÃ©bÃ©cois,0,0
Female,25,Ontario,Green Party,"NA","NA",Green Party,0,0
Female,42,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Female,41,British Columbia,Liberal Party,"NA","NA",Liberal Party,1,0
Female,65,British Columbia,Liberal Party,"NA","NA",Liberal Party,1,0
Female,50,Ontario,Green Party,"NA","NA",Green Party,0,0
Male,33,Quebec,People's Party,"NA","NA",People's Party,0,0
Male,18,Ontario,NA,ndp,"NA",ndp,0,0
Female,51,Nova Scotia,Don't know/ Prefer not to answer,"NA",Liberal Party,Liberal Party,1,0
Female,59,Nova Scotia,Don't know/ Prefer not to answer,"NA",NDP,NDP,0,0
Female,38,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,23,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,69,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Male,20,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,46,Quebec,NA,"NA",Bloc QuÃ©bÃ©cois,Bloc QuÃ©bÃ©cois,0,0
Male,54,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,54,Ontario,Green Party,"NA","NA",Green Party,0,0
Female,29,Ontario,Green Party,"NA","NA",Green Party,0,0
Female,76,British Columbia,Green Party,"NA",Green Party,Green Party,0,0
Male,27,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,48,Manitoba,Conservative Party,"NA","NA",Conservative Party,0,1
Female,47,Quebec,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,43,Newfoundland and Labrador,Liberal Party,"NA","NA",Liberal Party,1,0
Female,33,Quebec,People's Party,"NA","NA",People's Party,0,0
Male,29,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Male,36,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,26,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,67,Saskatchewan,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,25,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Male,48,Ontario,Don't know/ Prefer not to answer,"NA",Green Party,Green Party,0,0
Male,29,Ontario,ndp,"NA","NA",ndp,0,0
Male,31,Quebec,ndp,"NA","NA",ndp,0,0
Male,45,British Columbia,Liberal Party,"NA","NA",Liberal Party,1,0
Male,68,New Brunswick,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,53,British Columbia,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,43,Ontario,NA,Liberal Party,"NA",Liberal Party,1,0
Female,56,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Male,30,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,39,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,54,Manitoba,Conservative Party,"NA","NA",Conservative Party,0,1
Female,50,Quebec,ndp,"NA","NA",ndp,0,0
Female,47,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,41,British Columbia,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,44,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,37,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Male,30,Manitoba,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,52,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,42,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Male,59,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,37,Alberta,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,37,Alberta,ndp,"NA",NDP,NDP,0,0
Female,31,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Female,54,Alberta,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,73,British Columbia,Conservative Party,"NA","NA",Conservative Party,0,1
Female,51,Quebec,ndp,"NA","NA",ndp,0,0
Female,22,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,45,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,37,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,67,Alberta,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,66,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,44,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,53,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,60,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,44,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Male,31,Quebec,ndp,"NA","NA",ndp,0,0
Female,67,British Columbia,Conservative Party,"NA","NA",Conservative Party,0,1
Male,72,Quebec,Green Party,"NA","NA",Green Party,0,0
Female,33,Manitoba,Conservative Party,"NA","NA",Conservative Party,0,1
Female,53,Quebec,ndp,"NA","NA",ndp,0,0
Male,45,New Brunswick,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,68,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Female,45,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,37,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Male,41,Alberta,ndp,"NA","NA",ndp,0,0
Male,58,Manitoba,Conservative Party,"NA","NA",Conservative Party,0,1
Female,53,Quebec,NA,"NA",Liberal Party,Liberal Party,1,0
Male,75,British Columbia,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,44,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Male,22,Alberta,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,21,Quebec,People's Party,"NA","NA",People's Party,0,0
Female,59,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,50,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Male,61,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,54,British Columbia,Liberal Party,"NA",Don't know / Prefer not to answer,Don't know / Prefer not to answer,0,0
Female,40,Quebec,Green Party,"NA",Green Party,Green Party,0,0
Female,60,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,52,Ontario,ndp,"NA",Liberal Party,Liberal Party,1,0
Female,40,Nova Scotia,Liberal Party,"NA",NDP,NDP,0,0
Male,59,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,36,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,60,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Female,64,New Brunswick,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,63,British Columbia,ndp,"NA",NDP,NDP,0,0
Female,55,British Columbia,Green Party,"NA","NA",Green Party,0,0
Male,51,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,50,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Female,51,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,26,Ontario,ndp,"NA",NDP,NDP,0,0
Female,23,Quebec,Green Party,"NA","NA",Green Party,0,0
Female,41,British Columbia,Don't know/ Prefer not to answer,"NA",Conservative Party,Conservative Party,0,1
Male,69,Ontario,Green Party,"NA",Green Party,Green Party,0,0
Female,53,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,46,Manitoba,Conservative Party,"NA","NA",Conservative Party,0,1
Female,60,New Brunswick,ndp,"NA","NA",ndp,0,0
Female,55,Alberta,Liberal Party,"NA","NA",Liberal Party,1,0
Female,47,Nova Scotia,Don't know/ Prefer not to answer,"NA",NDP,NDP,0,0
Male,60,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,32,Ontario,NA,Green Party,"NA",Green Party,0,0
Female,30,Quebec,ndp,"NA","NA",ndp,0,0
Male,62,Newfoundland and Labrador,Liberal Party,"NA","NA",Liberal Party,1,0
Female,53,Ontario,Don't know/ Prefer not to answer,"NA",NDP,NDP,0,0
Female,46,British Columbia,Don't know/ Prefer not to answer,"NA",Green Party,Green Party,0,0
Female,27,Ontario,ndp,"NA","NA",ndp,0,0
Female,29,Quebec,ndp,"NA","NA",ndp,0,0
Male,24,British Columbia,Conservative Party,"NA","NA",Conservative Party,0,1
Male,79,Nova Scotia,Conservative Party,"NA","NA",Conservative Party,0,1
Male,54,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Female,51,British Columbia,Conservative Party,"NA","NA",Conservative Party,0,1
Female,32,Newfoundland and Labrador,Liberal Party,"NA","NA",Liberal Party,1,0
Male,44,Ontario,ndp,"NA","NA",ndp,0,0
Female,56,Quebec,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Male,53,British Columbia,NA,Conservative Party,"NA",Conservative Party,0,1
Male,55,Ontario,Green Party,"NA","NA",Green Party,0,0
Male,72,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,51,British Columbia,ndp,"NA",NDP,NDP,0,0
Female,38,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Male,58,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Female,56,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,23,Manitoba,Green Party,"NA","NA",Green Party,0,0
Female,23,Ontario,ndp,"NA","NA",ndp,0,0
Male,43,Nova Scotia,Liberal Party,"NA","NA",Liberal Party,1,0
Female,26,Ontario,ndp,"NA","NA",ndp,0,0
Male,68,Saskatchewan,Conservative Party,"NA","NA",Conservative Party,0,1
Male,56,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,52,British Columbia,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,36,Alberta,Liberal Party,"NA","NA",Liberal Party,1,0
Male,42,Quebec,Green Party,"NA",Green Party,Green Party,0,0
Female,58,Ontario,ndp,"NA","NA",ndp,0,0
Male,37,British Columbia,Green Party,"NA","NA",Green Party,0,0
Female,54,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,63,Quebec,Don't know/ Prefer not to answer,"NA",Bloc QuÃ©bÃ©cois,Bloc QuÃ©bÃ©cois,0,0
Male,49,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,58,British Columbia,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,71,Nova Scotia,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,66,British Columbia,Liberal Party,"NA","NA",Liberal Party,1,0
Female,32,Saskatchewan,ndp,"NA","NA",ndp,0,0
Male,67,Manitoba,ndp,"NA","NA",ndp,0,0
Male,38,Ontario,ndp,"NA","NA",ndp,0,0
Male,42,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,49,Ontario,ndp,"NA","NA",ndp,0,0
Male,37,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,37,British Columbia,ndp,"NA",NDP,NDP,0,0
Male,65,British Columbia,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,66,British Columbia,Liberal Party,"NA","NA",Liberal Party,1,0
Female,48,Quebec,Green Party,"NA","NA",Green Party,0,0
Female,61,Nova Scotia,Liberal Party,"NA","NA",Liberal Party,1,0
Male,41,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,40,British Columbia,ndp,"NA","NA",ndp,0,0
Male,35,Ontario,ndp,"NA","NA",ndp,0,0
Male,54,British Columbia,Conservative Party,"NA","NA",Conservative Party,0,1
Female,39,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Female,25,Ontario,Green Party,"NA",Green Party,Green Party,0,0
Female,43,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Female,61,British Columbia,ndp,"NA","NA",ndp,0,0
Female,29,British Columbia,ndp,"NA","NA",ndp,0,0
Female,34,Alberta,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,47,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,44,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,65,Ontario,Green Party,"NA","NA",Green Party,0,0
Female,25,Ontario,Liberal Party,"NA",NDP,NDP,0,0
Male,39,Ontario,NA,Conservative Party,"NA",Conservative Party,0,1
Male,34,Quebec,Green Party,"NA","NA",Green Party,0,0
Female,40,Nova Scotia,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,56,New Brunswick,Conservative Party,"NA","NA",Conservative Party,0,1
Female,66,British Columbia,Another party (please specify),"NA",Another party (specify),Another party (specify),0,0
Female,73,Nova Scotia,Liberal Party,"NA","NA",Liberal Party,1,0
Female,38,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Female,40,New Brunswick,Green Party,"NA","NA",Green Party,0,0
Female,36,British Columbia,Green Party,"NA","NA",Green Party,0,0
Male,73,Newfoundland and Labrador,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,66,Nova Scotia,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,72,New Brunswick,Conservative Party,"NA","NA",Conservative Party,0,1
Male,71,Quebec,Green Party,"NA","NA",Green Party,0,0
Female,51,New Brunswick,Don't know/ Prefer not to answer,"NA",Conservative Party,Conservative Party,0,1
Male,67,Quebec,ndp,"NA",Liberal Party,Liberal Party,1,0
Female,38,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,33,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,44,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,54,Nova Scotia,ndp,"NA","NA",ndp,0,0
Female,64,Nova Scotia,Liberal Party,"NA","NA",Liberal Party,1,0
Male,51,Nova Scotia,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,67,Nova Scotia,Liberal Party,"NA","NA",Liberal Party,1,0
Female,63,Nova Scotia,Liberal Party,"NA","NA",Liberal Party,1,0
Male,46,Ontario,ndp,"NA","NA",ndp,0,0
Female,65,Saskatchewan,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,39,Nova Scotia,Don't know/ Prefer not to answer,"NA",Don't know / Prefer not to answer,Don't know / Prefer not to answer,0,0
Female,26,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,38,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,35,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Female,57,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,47,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,46,Nova Scotia,Green Party,"NA","NA",Green Party,0,0
Female,50,Newfoundland and Labrador,Liberal Party,"NA","NA",Liberal Party,1,0
Female,43,Nova Scotia,People's Party,"NA","NA",People's Party,0,0
Male,70,Newfoundland and Labrador,Don't know/ Prefer not to answer,"NA",Conservative Party,Conservative Party,0,1
Female,63,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Female,50,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,59,Nova Scotia,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,54,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,61,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Male,40,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,56,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Male,61,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Male,57,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,39,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,49,Newfoundland and Labrador,ndp,"NA",NDP,NDP,0,0
Female,60,Quebec,Green Party,"NA",Green Party,Green Party,0,0
Male,58,British Columbia,ndp,"NA","NA",ndp,0,0
Male,42,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,30,Newfoundland and Labrador,Conservative Party,"NA","NA",Conservative Party,0,1
Female,50,Newfoundland and Labrador,ndp,"NA","NA",ndp,0,0
Female,44,Ontario,ndp,"NA","NA",ndp,0,0
Female,38,Nova Scotia,ndp,"NA","NA",ndp,0,0
Male,46,Nova Scotia,Conservative Party,"NA","NA",Conservative Party,0,1
Male,71,Nova Scotia,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,32,Ontario,ndp,"NA","NA",ndp,0,0
Female,29,Ontario,ndp,"NA",NDP,NDP,0,0
Male,30,Ontario,ndp,"NA","NA",ndp,0,0
Female,54,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,19,Nova Scotia,Liberal Party,"NA","NA",Liberal Party,1,0
Female,32,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,35,Ontario,Don't know/ Prefer not to answer,"NA",Conservative Party,Conservative Party,0,1
Male,36,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,60,Nova Scotia,Liberal Party,"NA","NA",Liberal Party,1,0
Female,53,Ontario,NA,Don't know/ Prefer not to answer,"NA",Don't know/ Prefer not to answer,0,0
Male,46,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,52,Nova Scotia,ndp,"NA","NA",ndp,0,0
Female,31,Nova Scotia,Liberal Party,"NA","NA",Liberal Party,1,0
Female,41,Ontario,ndp,"NA","NA",ndp,0,0
Male,51,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,45,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,21,Manitoba,NA,Liberal Party,"NA",Liberal Party,1,0
Female,45,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,53,Quebec,Conservative Party,"NA",Bloc QuÃ©bÃ©cois,Bloc QuÃ©bÃ©cois,0,0
Male,40,Nova Scotia,Conservative Party,"NA","NA",Conservative Party,0,1
Male,53,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,44,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,24,Ontario,Green Party,"NA","NA",Green Party,0,0
Female,22,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Female,24,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,23,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Male,41,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,30,Nova Scotia,Liberal Party,"NA","NA",Liberal Party,1,0
Male,55,Ontario,NA,Green Party,"NA",Green Party,0,0
Female,22,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,59,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,50,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,41,Newfoundland and Labrador,ndp,"NA",NDP,NDP,0,0
Female,25,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,23,Manitoba,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,41,Alberta,ndp,"NA","NA",ndp,0,0
Male,21,Ontario,ndp,"NA","NA",ndp,0,0
Male,59,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Male,38,Ontario,ndp,"NA","NA",ndp,0,0
Female,67,Alberta,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,31,Quebec,Green Party,"NA",Bloc QuÃ©bÃ©cois,Bloc QuÃ©bÃ©cois,0,0
Female,68,Ontario,NA,Don't know/ Prefer not to answer,"NA",Don't know/ Prefer not to answer,0,0
Female,31,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,54,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,38,Ontario,Green Party,"NA","NA",Green Party,0,0
Female,29,Ontario,Green Party,"NA","NA",Green Party,0,0
Female,38,Ontario,NA,Liberal Party,"NA",Liberal Party,1,0
Female,22,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,26,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,41,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,24,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,45,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,56,Newfoundland and Labrador,ndp,"NA","NA",ndp,0,0
Female,42,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,20,Ontario,ndp,"NA","NA",ndp,0,0
Male,32,Nova Scotia,Don't know/ Prefer not to answer,"NA",NDP,NDP,0,0
Male,72,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Female,29,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Male,60,Ontario,ndp,"NA","NA",ndp,0,0
Female,55,Alberta,Don't know/ Prefer not to answer,"NA",Liberal Party,Liberal Party,1,0
Female,19,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,59,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,75,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,74,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,38,New Brunswick,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,23,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,54,British Columbia,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,50,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,64,Alberta,Liberal Party,"NA","NA",Liberal Party,1,0
Female,26,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,28,Nova Scotia,ndp,"NA","NA",ndp,0,0
Female,39,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,19,Alberta,NA,Don't know/ Prefer not to answer,"NA",Don't know/ Prefer not to answer,0,0
Female,26,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,48,Nova Scotia,Liberal Party,"NA","NA",Liberal Party,1,0
Female,20,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,19,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,45,Alberta,NA,Conservative Party,"NA",Conservative Party,0,1
Male,41,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,67,Manitoba,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,65,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,45,Newfoundland and Labrador,Liberal Party,"NA","NA",Liberal Party,1,0
Female,25,Manitoba,Conservative Party,"NA","NA",Conservative Party,0,1
Male,65,Saskatchewan,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,25,Alberta,Liberal Party,"NA","NA",Liberal Party,1,0
Male,72,Ontario,ndp,"NA",NDP,NDP,0,0
Male,68,Nova Scotia,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,69,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Male,55,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,26,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,65,Manitoba,Liberal Party,"NA","NA",Liberal Party,1,0
Female,29,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,42,Alberta,Don't know/ Prefer not to answer,"NA",NDP,NDP,0,0
Male,74,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,46,Alberta,Liberal Party,"NA","NA",Liberal Party,1,0
Female,34,Alberta,Conservative Party,"NA",People's Party,People's Party,0,0
Female,45,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Female,19,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,48,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,70,New Brunswick,Liberal Party,"NA","NA",Liberal Party,1,0
Female,66,Alberta,ndp,"NA","NA",ndp,0,0
Male,35,Saskatchewan,Conservative Party,"NA","NA",Conservative Party,0,1
Female,55,Ontario,Don't know/ Prefer not to answer,"NA",Liberal Party,Liberal Party,1,0
Female,25,Ontario,ndp,"NA","NA",ndp,0,0
Male,50,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,42,Quebec,Green Party,"NA","NA",Green Party,0,0
Female,38,Ontario,ndp,"NA","NA",ndp,0,0
Female,49,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,56,Alberta,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,19,Quebec,Green Party,"NA","NA",Green Party,0,0
Male,66,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,73,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,32,Newfoundland and Labrador,Conservative Party,"NA","NA",Conservative Party,0,1
Male,61,British Columbia,Conservative Party,"NA","NA",Conservative Party,0,1
Male,61,Saskatchewan,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Male,39,Ontario,ndp,"NA","NA",ndp,0,0
Female,71,British Columbia,ndp,"NA",NDP,NDP,0,0
Female,73,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,19,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,79,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,46,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Female,62,Manitoba,Liberal Party,"NA",Green Party,Green Party,0,0
Male,59,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,55,Saskatchewan,Don't know/ Prefer not to answer,"NA",Don't know / Prefer not to answer,Don't know / Prefer not to answer,0,0
Male,75,Alberta,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,57,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,43,British Columbia,Liberal Party,"NA","NA",Liberal Party,1,0
Female,68,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,38,Alberta,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,60,Ontario,NA,Liberal Party,"NA",Liberal Party,1,0
Female,42,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
